232581000,Altima Management Ltd
319009900,YCO SAM
319196000,Leanvest Group LLC
319363000,Master Yachts Consultancy SL
235862000,BURGESS
538071114,Encyclia Ltd
319249000,Navigator SA
319771000,Dynamic Yacht Management LLC
235081436,Hill Robinson Yacht Management
319369000,BURGESS
319055900,BURGESS
319838000,Yacht Logistics Inc
319398000,Avid Ltd
235057185,Fin M Srl
319385000,Ocean Champion Investments Ltd
319984000,Moore K
319914000,Yacht Logistics Inc
235118775,Aquascape Yacht Ltd
319304000,Moran Yacht Management Inc
319374000,Camper & Nicholsons Int'l-FRA
319943000,Fraser Worldwide SAM
319672000,Blue Water - France
319030600,Southern Exposure Marine Ltd
235011520,Explorer Marine Ltd
319031500,BURGESS
319661000,Inserve Yachts Ltd
538070488,Cambridge Shipping Investments
235816000,Pelagos Yachts Ltd
319497000,BM Ltd
235117808,JJ Marine LP
310498000,Camper & Nicholsons Int'l-FRA
538071166,Wander Inc
319023000,Cornerstone Ltd
225464000,Rossello FM
205573000,Exmar Shipmanagement NV
319420000,Vessel Safety Management
235081036,YCO SAM
319173000,Hill Robinson Yacht Management
319250000,Fairport Yacht Support
538071121,YCO SAM
319597000,Dynamic Yacht Management LLC
538071084,Boreas Shipping Ltd
247165300,Gabbana S
376454000,Jansen Maritime Services Ltd
319925000,Ledunfly Yachting Ltd
319762000,Unique Yachting Monaco Sarl
319821000,Fisheries Research Foundation
256224000,Monaco Yacht
235065392,Triple 8 Marine Services Ltd
319100000,Fraser Worldwide SAM
319271000,Inserve Yachts Ltd
319857000,SHMBS Holding Ltd
319763000,Hill Robinson Yacht Management
319654000,Vessel Safety Management
538070869,BURGESS
319460000,Royale Oceanic Intl Yacht
249277000,Thetis Shipholding SA
319520000,Ocean Management GmbH
319030200,YCO SAM
319201000,Dynamic Yacht Management LLC
319267000,Camper & Nicholsons Int'l-FRA
503250800,AMB Holdings Pty Ltd
319361000,Trick One Management Ltd
470568000,Al Seer Marine Supplies
319629000,Marine Construction Mgmt
319917000,BURGESS
319300000,Ocean Blue Management
319011900,Master Yachts Consultancy SL
310557000,Hamilton Yachts Ltd
319957000,Royale Oceanic Intl Yacht
319772000,Exclusive Yacht Management Pty
319323000,Enchantress Yachts LLC
235075032,Dohle Private Marine Clients
319680000,YCO SAM
319942000,Zeelander Ltd
319192000,Mega Yacht Solutions Ltd
319331000,Were Dreams Ltd
319316000,Inserve Yachts Ltd
319863000,Dohle Private Marine Clients
235066164,West Nautical Ltd
235062658,Liveras Yachts
235070865,Camper & Nicholsons Int'l-FRA
319018000,International Yacht Collection
319088200,Silentworld Charters Pty Ltd
249333000,Camper & Nicholsons Int'l-FRA
319065000,Averis Pte Ltd
319826000,Lorient Charters LLC
310593000,Kane Global Holdings Ltd
310563000,Euclidean Capital LLC
319016600,Bella Vita Management LLC
319292000,Hill Robinson Yacht Management
319360000,Yachtzoo Sarl
319840000,Waters Edge Consulting Ltd
538070586,Waters Edge Consulting Ltd
229804000,BURGESS
319084500,M1 Management
319035600,Vessel Safety Management
235074591,Ocean Management GmbH
319071600,Atomic Yachting LLC
319268000,Maritime Acquisition IV Ltd
319080400,Edmiston Yacht Management Ltd
538071151,Megayacht Technical Services
538080029,CHMM LLC
249691000,Camper & Nicholsons Int'l-FRA
319005900,Marine Construction Mgmt
235108582,Equiom Isle of Man Ltd
319764000,Megayacht Technical Services
235068366,Safe at Sea Management AB
319511000,JVA Enterprises Capital LLC
319560000,Fredheim Shipping Co AS
319120000,White Night Yachts Ltd
235104491,Dawson Yachts SLU
319011100,Inserve Yachts Ltd
319021900,Hill Robinson Yacht Management
319057800,BVB Nautical Ventures LLC
319024700,Ocean Management GmbH
319008900,Scout Ventures Ltd
319032600,Zeta Yachts Ltd
319869000,Moran Yacht Management Inc
319030100,Master Yachts Consultancy SL
319506000,Fairport Yacht Support
319789000,Waterman Marine Consultancy BV
319669000,Megayacht Technical Services
319394000,Fraser Worldwide SAM
538071095,YCO SAM
245754000,Dutch Maritime Partners BV
319573000,Fairport Yacht Support
319003500,Fejoca Ltd
229617000,Yacht Compliance Management
319956000,Dynamic Yacht Management LLC
319023100,Fraser Worldwide SAM
319078000,Blue Water International BWI
319032800,Vessel Safety Management
319015100,BURGESS
235079813,Rozeknop LLC
319808000,Lighthouse Marine Ltd
319016100,Gullumph Ltd
319752000,Edmiston Yacht Management Ltd
319030900,Marine Construction Mgmt
248232000,Camper & Nicholsons Int'l-FRA
319949000,Adyson Co SA
319313000,Prime Meridian Ltd
319022600,Marmer Investments Ltd
310598000,Atlantic-Med Marine
319016700,Marine Construction Mgmt
378344000,International Private Invest
319036400,Hill Robinson Yacht Management
319059200,Fairport Yacht Support
319004500,Hill Robinson Yacht Management
378326000,Vessel Safety Management
319039900,Wilson Yacht Management
235080247,Yachting Partners Intl Monaco
375551000,Kaalbye Shipping
319016800,BURGESS
538071180,Ocean Management GmbH
319170000,Moran Yacht Management Inc
319032700,Ariadne Ltd
518403000,Asia Yacht Management Co Ltd
319032500,Banffshire Yacht Ltd
319028500,Edmiston Yacht Management Ltd
235071349,William Cook Marine Ltd
319028100,Camper & Nicholsons Int'l-FRA
319729000,Vessel Safety Management
235085618,Palfinger AG
319253000,Swift Marine
319883000,Poseidon Yachting Ltd
319738000,YCO SAM
538071074,YCO SAM
319109900,BURGESS
319026700,Dynamic Yacht Management LLC
235077185,BURGESS
319806000,Anglo-Eastern Ship Management
235091361,Fraser Worldwide SAM
319839000,Moran Yacht Management Inc
319594000,Vessel Safety Management
319891000,Moran Yacht Management Inc
319027500,BURGESS
319329000,Burgess N
319088700,Hill Robinson Yacht Management
319009700,Ocean Management GmbH
319243000,West Nautical Ltd
538080075,Maritime Asset Ventures MI Ltd
235084441,Pelagos Yachts Ltd
256977000,Sete Yacht Management SA
378361000,Viudes Yachts SLU
319222000,Exclusive Yacht Management Pty
319453000,Joburg Ltd
319058900,Yacht Logistics Inc
229056000,Jansen Maritime Services Ltd
319724000,Blue Team Inc
319013500,Decorus Ltd
319012800,Abbracci Management LLC
319788000,Moran Yacht Management Inc
319906000,Edmiston Yacht Management Ltd
319318000,M1 Management
378112046,SSH Global Ltd
319216000,High Power III Ltd
319608000,McMaster Yachts Ltd
319133000,Ofanto Ventures Ltd
319026100,Crystal Lady Ltd
319036500,Star 7 Holdings LLC
235088016,BURGESS
319892000,SEMarine Yacht Management Ltd
378374000,SCF Management Serv-CYP
319418000,Master Yachts Consultancy SL
319693000,H2 Yacht IOM Ltd Partnership
311000106,Edge Yachts Ltd
319615000,Luerssen Logistics
319038100,Campus Mare Ltd
319056400,BURGESS
319077800,Yachting Concept Sarl
256701000,Camper & Nicholsons Int'l-FRA
319321000,Imperial Yachts SARL
319387000,BURGESS
319589000,Newson S
319327000,Vessel Safety Management
319237000,Megayacht Technical Services
538070874,Ferrum Investments Ltd
319048800,BURGESS
319039800,Dubai Govt Royal Family
319167000,YCO SAM
256969000,Ocean Management GmbH
319051600,Sorbin Ventures Ltd
235100386,Gene Machine Ltd
319062900,Edmiston Yacht Management Ltd
319061300,Atlas Glove Ltd
319069900,Moran Yacht Management Inc
319297000,SEMarine Yacht Management Ltd
319053400,Success Sail Ltd
319648000,Blue Papillon Ltd
319059800,Vessel Safety Management
319165000,Dohle Private Clients Ltd
229492000,McMaster Yachts Ltd
319071400,Maybol Enterprises Ltd
319064300,Equiom Isle of Man Ltd
319068100,Vessel Safety Management
319072300,BURGESS
319075800,Supertoys
256032000,Oceano Ltd
319062800,YCO SAM
319084100,Fregata Marine Ltd
319061600,YCO SAM
319082300,YCO SAM
249613000,Camper & Nicholsons Int'l-FRA
319072900,Ocean Management GmbH
319059500,Blue Water - France
319061900,Imperial Yachts SARL
319061400,Catalano Shipping Services SAM
319067900,Art of Yacht Management Ltd
319564000,YCO SAM
229907000,Camper & Nicholsons Int'l-FRA
577203000,8 Yachts Ltd
319074500,YCO SAM
235112247,Continental Societa Semplice
319100100,Rptd Sold Undisclosed Interest
235010020,Edmiston Yacht Management Ltd
319075600,Moravia Holdings Ltd
319077900,Repco Marine
319104200,Monte Christo Ltd
319095800,Master Yachts Safety SL
319095500,YCO SAM
319107400,YCO SAM
230664000,MeriTaito Oy
235101211,United Kingdom Govt Border
667005063,Northern Oils
667005100,DSC Marine Services Ltd
671795000,Portknockie Fishing Ltd
235020035,Peter Doehle Schiffahrts-KG
224131460,Gabarras Servicios SA
316327000,Sedna Navigation Inc
258373000,Christian Radich Stiftelsen
538070194,Fraser Yachts Florida Inc
259134000,Grontvedt Shipping AS
263146000,Portugal Govt
246709000,Rood Boven Groen
219500000,MARTEC
219001859,West Coast Towing ApS
259904000,Morland & Karlsen AS
255971000,SCMA
377901047,Rptd Sold St Vincent
244074000,Rood Boven Groen
258180000,Novita Rederi AS
244879000,Zeesleepboot Holland
316004910,Lower Lakes Towing Ltd
356296000,Fugro Singapore Pte Ltd
245877000,BBZ-ISM Stichting
366893910,Inland Lakes Management Inc
211232340,Thor Heyerdahl eV
265318000,Ockero Rederi AB
245136000,Morgenster Vof
245994000,van der Rest J
257276000,Vestland Marine Sp z oo
235057366,Adventure Under Sail Ltd
246847000,Sea Shepherd Conservation
258321000,Sorlandet Seilende Skoleskibs
244618000,van der Kamp BV
263759000,Pascoal & Filhos SA
636011819,PETROBRAS
232003964,Solent Steam Packet Ltd
219167000,Esvagt A/S
257165000,Sorlandet Stiftelsen
231745000,Northern Survey ApS
258173000,Northwind Shipping AS
258113000,Statsraad Lehmkuhl Stiftelsen
231092000,Sp/f 10.09.2012
518000019,Windward Isles Sailing Ship
214180212,Loizides A
470283000,National Petroleum Construct
316024000,Canada Govt Coast Guard
319679000,RKM Trading LLC
219203000,Esvagt A/S
374105000,Variety Cruises Ltd
258477000,Hurtigruten ASA
667001228,Nemsa Services Ltd
231100000,Thor P/F
251250110,Vestri Ehf
518477000,Pacific Schooners Ltd
316001254,British Columbia Ferry
232649000,Hebridean Island Cruises Ltd
627249000,Continental Exports GH Ltd
316001255,British Columbia Ferry
366588000,Premier Pacific Seafoods Inc
311000105,Norfield Offshore AS
308693000,Global Cruise Lines Ltd
316001234,British Columbia Ferry
276816000,Alfons Hakans Finnish Branch
372589000,Northbay Transportes Maritimos
316001243,British Columbia Ferry
214182323,Dano Sp z oo
316001238,British Columbia Ferry
219066000,Esvagt A/S
316001232,British Columbia Ferry
231059000,Sandgrevstur P/F
255717000,Majestic International Cruises
215838000,Sete Yacht Management SA
230196000,Kotkan Ammatillisen
219000245,Janus Andersen & Co A/S
258204000,Sandgrevstur P/F
219001259,Peter Madsen Rederi A/S
246370000,Sherakhan Yachting Projects BV
374142000,Universal Shipmanagement
257151000,Froy Rederi AS
368085000,American Seafoods Co LLC
316007349,Lower Lakes Towing Ltd
316165000,Canada Govt Coast Guard
376139000,Thor P/F
219000751,Christiansofarten ApS
258044000,Hordafor AS
357537000,LSYM Ltd
219845000,Christoffer Skibsprojekt
219378000,Nordsoen Offshore
671414000,Rptd Sold Ghana
245121000,van den Herik Kust en
354993000,Majestic Cruise Lines Inc
235058829,Conneely T
261550000,Atlantex Sp z oo
231336000,Sekstant Sp/f
232006380,Jordan A Fishing Ltd
219001262,Peter Madsen Rederi A/S
616836000,Antarpply SA
548413000,MAAP
211327150,Otto Wulf GmbH & Co KG
319492000,Yacht Logistics Inc
576259000,van Laar Maritime BV
431939000,Global Ocean Development Inc
374139000,Universal Shipmanagement
219001647,Hoj A/S
219171000,Esvagt A/S
219000548,Svendborg Bugser A/S
258208000,Simon Mokster Shipping AS
366499000,American Seafoods Co LLC
258392000,Bergen Shipping AS
218415000,Janssen Timo
316001244,British Columbia Ferry
263549000,Instituto Pescas
238113840,Jadrolinija
232005840,Stevenson & Sons
231126000,Thor P/F
244496000,BBZ-ISM Stichting
249127000,Kroghs A/S
341302000,Mercator Ltd
367176640,OSG Ship Management Inc
367546250,TradeWinds Towing LLC
316001278,K-Sea Canada Corp
671051000,Seven Castle Shipping LLC
219001724,Sirius Hoj
219128000,Norresundby Shipping A/S
259153000,Color Group AS
258243000,Aagesen & Partners
257228000,Grontvedt Shipping AS
367740750,Olympic Tug & Barge Inc
671492000,Rptd Sold Undisclosed Interest
258993000,Arriva Shipowning AS
367640860,Gulf Coast Tugs Inc
353522000,Intermarine Inc
525019120,Andalas Bahtera Baruna
207386000,Bourgas Tug Service EOOD
671135000,Falkeid Shipping AS
257391000,Fosenfrakt AS
219000035,Sandgrevstur P/F
403017000,Baaboud Trading & Shipping
219226000,Esvagt A/S
450421000,Ania Marine Ltd
265831000,MMT Group AB
368074000,Matson Navigation Co Inc
229964000,Hempel Shipping GmbH
259321000,Nordmani AS
311166000,Fred Olsen Cruise Lines Ltd
325756000,Minor Shipping & Trading AS
367666850,Andrie Inc
266439000,Fiducia Rederi AB
312690000,Antmuhongo
341857000,Pacific Naval Register London
303327000,Oceaneering International Inc
508030000,STASCO
341757000,Red Sea Shipping Ltd-GBI
372118000,Baltic Shipping Services Ltd
353669000,Hopewin Ship Management
258569000,Ocean Venture AS
518827000,PMCS
377901043,Rptd Sold Undisclosed Interest
276815000,HT Shipmanagement OU
351520000,Gholam Reza Fakhraei Trading
258241000,Arriva Shipowning AS
372573000,Seamed Trading Shipping Srl
249118000,Allseas Marine Contractors SA
258165000,Chriship AS
355468000,Atlantic Marine & Aviation LLP
667001550,Pelican Denizcilik San Tic Ltd
247079000,Corsica Ferries France SA
470441000,ETISALAT
367136570,McAllister Towing & Trans Co
258821000,Maritim Management AS
338533000,Dann Ocean Towing Inc
636013956,G Adventures
210612000,EDT Shipmanagement Ltd
311000198,FleetPro Ocean Inc
376129000,GRS Rohden Shipping GmbH & Co
520275000,Patterson Brothers Shpg Co Ltd
770576198,Kios SA
309964000,Fred Olsen Cruise Lines Ltd
377901041,Wagle Chartering AS
235072791,Zodiac Maritime Ltd
257776000,Grontvedt Shipping AS
616116000,Horizon Worldwide Trading
210632000,Nobel Maritime Inc-PAN
374757000,Aegean Experience Maritime-LIB
367832000,MSC USA Govt Dept
232004949,Argyll Workboats
316001235,British Columbia Ferry
338132000,Gas LLC
355889000,Klaxon Maritime SA
367411770,Widing Aleutian Beauty LLC
244230000,Multraship Towage & Salvage BV
231759000,Strand Shipping A/S
251063000,Sildarvinnslan hf
367834000,MSC USA Govt Dept
366098000,US United Ocean Services LLC
219777000,Hoj A/S
219001261,Peter Madsen Rederi A/S
576046000,Rederij Groen BV
636012442,Vroon Offshore Services Ltd
256375000,GBA Ships eV
369812000,US United Ocean Services LLC
247580000,Corsica Ferries France SA
368032000,American Seafoods Co LLC
308784000,V Ships Leisure SAM
564347000,Jasper Drilling Pte Ltd
450511000,Mary Marine Ltd
214181402,Frim JSC
518631000,Zuzanna AS
257201000,Bukser og Berging AS
309445000,Barska Plovidba AD
470629000,Emirates Western Oil Well
219011629,Svitzer Sverige AB
316001241,British Columbia Ferry
316001635,CSL Group Inc
311063900,Iceland Pro Cruises ehf
245884000,Multraship Towage & Salvage BV
246462000,Multraship Towage & Salvage BV
232005400,Mermaid Trawler
258897000,Aagesen & Partners
316001236,British Columbia Ferry
617023000,Arca Verde
377406000,Tananger Offshore AS
366046000,American Seafoods Co LLC
408564000,High Waves Marine Services
230985150,Alfons Hakans Finnish Branch
563410000,CHL Shipping BV
503602000,Harbour City Ferries Pty Ltd
316003125,Ontario Northland
339300930,Century Crest Ltd
232003602,Delta Marine Ltd
311067500,Ship Management Ltd-CRT
235079807,C-Bed II BV
230290000,Arctia Icebreaking Oy
265067000,Sweden Govt Maritime Admin
508040000,STASCO
538005999,Megayacht Technical Services
247552000,Corsica Ferries France SA
572918210,International Maritime Serv
211219990,Germany Govt
249119000,Allseas Marine Contractors SA
353763000,Ramiz Alsaad Shipping LLC
352481000,Navigation Petroleum Mgmt
247460000,Moby SpA
212493000,European Sealines SA
239311000,Lassithiotiki Shipping SA
251001000,Iceland Govt
371771000,Mano Maritime Ltd
247372400,Moby SpA
219078000,Esvagt A/S
209167000,Salamis Lines Ltd
339300680,Hopewin Ship Management
230289000,Arctia Icebreaking Oy
265068000,Sweden Govt Maritime Admin
310526000,BW Offshore Norway AS
374189000,Sinokor Maritime Co Ltd
374179000,Sinokor Maritime Co Ltd
218827000,Boskalis Westminster NV
247664000,Moby SpA
247392000,Corsica Ferries France SA
211214250,OFFCON GmbH
247162200,Moby SpA
247185400,Moby SpA
538003805,DUSUP
538004664,Golar Management UK
251173000,Neptune Ehf
231804000,Svitzer Sverige AB
245239000,Kornet & Zonen BV
316011905,Lower Lakes Towing Ltd
368504000,Dann Ocean Towing Inc
367255000,United States Govt Coast Guard
357410000,Unlimited Yacht Charter Vof
258435000,Maritime Management AS
258879000,Maritime Management AS
636004989,CNOOC China Ltd
538002199,PETROBRAS
563978000,ConocoPhillips Indonesia
565077000,BW Offshore Singapore Pte Ltd
231319000,Northern Survey ApS
371576000,Hatay Roro Kombine Tasimacilik
247205000,Moby SpA
246170000,Interballast BV
248379000,Wilson EuroCarriers AS
265704520,AGA Gas AB
538004197,Golar Management UK
538004196,ENGIE SA
636007664,Atlantic Marine & Aviation LLP
244538000,Greenpeace Council Stichting
538005076,BW Offshore Norway AS
601524000,Smit Amandla Marine Pty Ltd
231802000,Svitzer Sverige AB
538001388,American Overseas Marine Co
538001389,American Overseas Marine Co
538001391,Nova Shipping & Logistics Pte
538001392,American Overseas Marine Co
525001084,Humolco LNG Indonesia PT
538001387,Nova Shipping & Logistics Pte
351293000,Intermarine LLC
259539000,Aker Biomarine Antarctic AS
368272000,American Seafoods Co LLC
636008904,Teekay Petrojarl ASA
366705860,Alaska Fishing Inc
366766920,Crowley Puerto Rico Serv Inc
366887190,Crowley Puerto Rico Serv Inc
367622870,Orion Marine Construction
257991000,Hong Kong LNG Ltd
366860000,Arctic Storm Inc
309997000,Quark Expeditions Inc
219329000,NT Offshore ApS
248384000,Fjord Shipping AS-Maaloy
259532000,Eide Marine Contractors AS
621819012,Rptd Sold Undisclosed Interest
304136000,WIND
617073000,Christensen J
576209000,DeepCor Marine Inc
525008022,PERTAMINA PERSERO PT
525019643,Indobaruna Bulk Transport PT
366766930,Crowley Marine Services Inc
366766860,Crowley Puerto Rico Serv Inc
368561000,Rptd Sold Undisclosed Interest
605106030,Hyproc Shipping Co
621819030,Seramar
235107676,Sentinel Marine Ltd
219794000,Agger Vaerft
308583000,Ocean Response Management Ltd
730088000,Bunkersoil Colombia SA
209005000,EDT Shipmanagement Ltd
211538490,Bitunamel Feldmann GmbH
366887940,Sause Bros Ocean Towing Co Inc
366888830,Sause Bros Ocean Towing Co Inc
258361000,Chriship AS
377181000,Benelux Overseas Inc
377179000,Benelux Overseas Inc
371520000,Intermarine Sharjah Ltd
375666000,Miliana Shipmanagement Ltd
258129000,Hoyland Offshore AS
450553000,Ania Marine Ltd
258091000,Hordafor AS
366238000,Keystone Shipping Co
219923000,JD-Contractor A/S
374145000,GSP
316001251,British Columbia Ferry
316001249,British Columbia Ferry
667005172,Akgunler Isletmeleri Sti Ltd
341069000,Elektrans Shipping Pvt Ltd
355778000,Benelux Overseas Inc
605076080,Hyproc Shipping Co
308606000,Eide Marine Services AS
538001390,Golden Concord Holdings Ltd
214182112,Mangue Shipholding Inc
212390000,Boskalis Westminster NV
210258000,Boskalis Westminster NV
316001245,British Columbia Ferry
266450000,Nestor Rederi AB
232005410,McLeod Trawlers
636014937,PETROBRAS
371368000,Benelux Overseas DMCC
316142000,Atlantic Towing Ltd
304716000,WIND
258362000,Chriship AS
341484000,Klip Marine Shipmanagement Ltd
311833000,Equipment Rental & Services BV
636009548,Aggregate Industries Ltd
209489000,Siem Offshore AS
311000588,SMT Shipmanagement & Trans-POL
219416000,Norbroker Shipping & Trading
725001123,Maritima Deltamar SpA
677039000,Island Flag Shipping LLC
246058000,Rohde Nielsen A/S
636092726,Jade-Dienst GmbH
627851000,Agnes Park Fisheries
253223000,GEOXYZ BVBA
211204360,Germany Govt Land Schleswig
533193000,MISC Bhd
375226000,Tschudi Ship Management AS
271000978,Efemay Denizcilik ve Ticaret
211724850,Baltic Taucherei & Bergungs
219338000,North Sea Ship Agency
259759000,Hydroship Services
246573000,Oceanwide Marine Services BV
219000219,Rohde Nielsen A/S
373780000,Oceancross Consultants
241399000,Assodivers Ltd
219297000,Esvagt A/S
366431000,Alaska Boat Co LLC
367658000,Kemp Pacific Fisheries
338568000,Alaska Fishing Inc
353121000,Hai Duong Co Ltd
205092000,Jan De Nul NV
366829890,Wa Atch Inc
375378000,Boa Offshore AS
308944000,Aker Floating Production AS
259416000,Wagle Chartering AS
338466000,Signet Maritime Corp
258292000,Maritime Management AS
309325000,Gardline Marine Sciences Ltd
265066000,Sweden Govt Maritime Admin
577179000,van Laar Maritime BV
366766980,Crowley Puerto Rico Serv Inc
366766840,Crowley Puerto Rico Serv Inc
366889080,Crowley Puerto Rico Serv Inc
205093000,Jan De Nul NV
251609000,Skipathjonusta Islands ehf
235084806,MTS Group Ltd
316050000,Canada Govt Coast Guard
214181423,Luna Ro-Ro Tasimacilik Ic
367161960,Weeks Marine Inc
316001237,British Columbia Ferry
235011900,Hays Ships Ltd
316056000,Fednav Ltd
368251000,Trident Seafoods Corp
316262000,Malta Towage Ltd
667972000,HR Brothers Maritime Shipping
257827000,Mo i Rana Havn KF
303278000,Brusco Tug & Barge Inc
211215510,Emder Schlepp-Betrieb GmbH
518159000,Ariadne Ltd
232001270,Isles of Scilly Shpg Co Ltd
538005655,SMT Shipping Cyprus Ltd
209896000,Euroafrica Services Ltd
370176000,Stena SeaLine
212025000,Medferry Shipping Co
366797540,Crowley Marine Services Inc
367303490,Resolve Pioneer LLC
312540000,Sovlot BV
375138000,Thor P/F
271000065,Lodos Denizcilik Uluslararasi
366288000,US United Ocean Services LLC
258902000,Arriva Shipowning AS
367488370,TradeWinds Towing LLC
236527000,Hempel Shipping GmbH
574119109,Marine Transport & Diving Serv
403136000,Namma Shipping Lines
247001200,Compagnia Italiana Di Navigaz
657102900,Ryan Ship Management Ltd
258221000,Sveholmen Shipping AS
621819015,Rptd Sold Undisclosed Interest
577172000,Antares Charter GmbH
205062000,Dredging International NV
470910000,GAC Marine LLC
219011768,Blue Star Line A/S
259369000,Boa Offshore AS
245221000,MTS Group Ltd
211717470,URAG Unterweser Reederei GmbH
257166000,Hordafor AS
368609000,St Paul Fishing Co LLC
247279300,Moby SpA
212504000,Boskalis Baggermaatschappij
271000159,Piri Reis Universitesi
271000160,Denizciler Turizm Denizcilik
249139000,Allseas Marine Contractors SA
231006000,Fiskiveidieftirlitid
366799000,Pasha Hawaii Holdings LLC
230276000,Alfons Hakans Finnish Branch
257253000,Nexans Norway AS
677092200,Luna Ro-Ro Tasimacilik Ic
538006491,Avance Gas Ltd
374314000,Sinokor Maritime Co Ltd
308215000,Workships Contractors BV
367051030,Dann Ocean Towing Inc
503044000,DMS Maritime Pty Ltd
246131000,Muller T Rederij
311000419,Adventure Canada
720941000,Caribbean Ship Services Inc
235014266,Coastline Surveys Ltd
601048000,South African Maritime Safety
538002923,Bumi Armada Offshore Contract
214182607,Range Shipmanagement Ltd
265088000,Eureka Shipping Ltd
368533000,Foss International Inc
367180040,McAllister Towing & Trans Co
230234000,Relacom Finland Oy
273813050,Kapitan Nizhnichenko Co Ltd
273832000,Nakhodkatanker JSC
